region,region_std,year,production,area_total,temp_annual_mean,prec_annual_sum,temp_grow_mean,prec_grow_sum,prec_winter_sum,temp_annual_lag1,prec_annual_lag1,temp_grow_lag1,prec_grow_lag1
Амурская область,Амурская область,2017,395100.0,201.254,-2.051469,648.1031683274946,11.808646,578.722648545687,44.082620065929625,-3.4930313,781.4732723162452,10.968959,691.7352727167964
Амурская область,Амурская область,2018,360300.0,204.19,-2.6117208,613.3798798195203,11.466671,495.7659920953653,41.13213985023991,-2.051469,648.1031683274946,11.808646,578.722648545687
Амурская область,Амурская область,2019,361900.0,232.089,-2.8121307,715.3349771250467,10.933762,609.0396194442766,58.27366059829376,-2.6117208,613.3798798195203,11.466671,495.7659920953653
Амурская область,Амурская область,2020,418300.0,220.139,-1.7525915,713.0888417245467,11.626758,607.6154771169159,74.90282897746681,-2.8121307,715.3349771250467,10.933762,609.0396194442766
Амурская область,Амурская область,2021,426000.0,194.755,-2.3622797,890.7323990096215,11.672683,775.3466206099594,75.70368615369502,-1.7525915,713.0888417245467,11.626758,607.6154771169159
Амурская область,Амурская область,2022,446800.0,180.08813,-2.3008506,652.7573432456811,11.248857,583.2553368167779,66.29223885966195,-2.3622797,890.7323990096215,11.672683,775.3466206099594
Амурская область,Амурская область,2023,616300.0,198.00706,-2.4589927,334.49440289115256,11.669505,282.98778996889956,41.396823799657426,-2.3008506,652.7573432456811,11.248857,583.2553368167779
Архангельская область,Архангельская область,2007,5460.0,3.233,-1.143934,720.3681632772559,5.7725563,425.8417545448773,121.03195691737132,,,,
Архангельская область,Архангельская область,2008,2460.0,1.844,-1.3732935,745.494776929318,4.4085774,386.9506799672041,251.21532913498737,-1.143934,720.3681632772559,5.7725563,425.8417545448773
Архангельская область,Архангельская область,2009,3046.2,1.811,-2.4847476,670.9494252617324,5.059739,378.6585591209682,248.5488426959479,-1.3732935,745.494776929318,4.4085774,386.9506799672041
Архангельская область,Архангельская область,2010,3400.0,2.24,-2.7509515,633.7061423268104,6.642263,368.3053128518987,194.89874780913254,-2.4847476,670.9494252617324,5.059739,378.6585591209682
Архангельская область,Архангельская область,2011,7100.0,3.156,-0.7129275,615.6233487022778,6.9772363,300.0708864681507,203.58663262769358,-2.7509515,633.7061423268104,6.642263,368.3053128518987
Архангельская область,Архангельская область,2012,3700.0,2.69,-1.2468206,702.1440194014222,6.2232914,394.72692706671046,236.3499788955646,-0.7129275,615.6233487022778,6.9772363,300.0708864681507
Архангельская область,Архангельская область,2013,3600.0,2.418,-1.4922158,602.0601793295411,6.8514614,299.00638317984254,198.84180837198514,-1.2468206,702.1440194014222,6.2232914,394.72692706671046
Архангельская область,Архангельская область,2014,5600.0,3.018,-1.8983641,628.4992718738015,5.483129,370.21075765820405,250.8620782021231,-1.4922158,602.0601793295411,6.8514614,299.00638317984254
Архангельская область,Архангельская область,2015,5100.0,2.799,-0.8690552,695.5545876026758,6.3486247,377.74596903787443,234.17693089650638,-1.8983641,628.4992718738015,5.483129,370.21075765820405
Архангельская область,Архангельская область,2016,4600.0,3.17,-0.120718,653.7706374010435,7.7611046,395.56560022046676,232.64674762766754,-0.8690552,695.5545876026758,6.3486247,377.74596903787443
Архангельская область,Архангельская область,2017,,1.294,-1.0785737,744.865508503704,4.627429,410.79178923901156,255.07912687847508,-0.120718,653.7706374010435,7.7611046,395.56560022046676
Архангельская область,Архангельская область,2018,,1.071,-1.1940881,693.7032235436689,6.3630486,392.5858224992361,241.88620199486746,-1.0785737,744.865508503704,4.627429,410.79178923901156
Архангельская область,Архангельская область,2019,,0.819,-1.5416218,770.708238960202,5.442158,395.1888210517826,247.21926897205523,-1.1940881,693.7032235436689,6.3630486,392.5858224992361
Архангельская область,Архангельская область,2020,,0.31,-0.052844923,765.7680852921792,6.4231467,421.10857607041896,289.9864079756452,-1.5416218,770.708238960202,5.442158,395.1888210517826
Архангельская область,Архангельская область,2021,,999999999.0,-2.4277,667.6259492283543,6.99153,395.4698543849347,216.54186560201646,-0.052844923,765.7680852921792,6.4231467,421.10857607041896
Астраханская область,Астраханская область,2007,29630.0,24.88,11.713837,249.59382940551257,21.350845,126.16612069204342,38.39393828083739,,,,
Астраханская область,Астраханская область,2008,40180.0,23.525,10.897729,267.14640872484955,20.39329,164.66912716535506,126.26620333432936,11.713837,249.59382940551257,21.350845,126.16612069204342
Астраханская область,Астраханская область,2009,48073.4,24.453,10.7991705,293.06068920473115,20.011602,149.19993114022446,126.57164225866092,10.897729,267.14640872484955,20.39329,164.66912716535506
Астраханская область,Астраханская область,2010,43600.0,22.957,12.341713,265.96100870258414,22.775385,100.64985910180542,135.5475203392734,10.7991705,293.06068920473115,20.011602,149.19993114022446
Астраханская область,Астраханская область,2011,45600.0,21.256,10.366546,281.01738807932213,21.044748,153.17544558004326,116.40947743517366,12.341713,265.96100870258414,22.775385,100.64985910180542
Астраханская область,Астраханская область,2012,31800.0,17.677,11.22047,225.1852133603022,22.884283,80.6780156694137,130.62095257780004,10.366546,281.01738807932213,21.044748,153.17544558004326
Астраханская область,Астраханская область,2013,25300.0,13.39,11.698536,290.0283730730522,21.042692,140.53768032911836,122.52584628499437,11.22047,225.1852133603022,22.884283,80.6780156694137
Астраханская область,Астраханская область,2014,28800.0,13.106,11.031178,200.35245831481183,21.985252,66.35673812932417,108.35982838079036,11.698536,290.0283730730522,21.042692,140.53768032911836
Астраханская область,Астраханская область,2015,30800.0,11.761,11.9081,226.48399422581983,21.903168,92.29052991422894,77.42872798677271,11.031178,200.35245831481183,21.985252,66.35673812932417
Астраханская область,Астраханская область,2016,29200.0,10.06,11.544246,326.66986133429015,21.682829,156.5576325314251,168.09134831043738,11.9081,226.48399422581983,21.903168,92.29052991422894
Астраханская область,Астраханская область,2017,38800.0,11.933,11.507393,264.729746460598,21.326189,84.37698604994425,144.89237300633954,11.544246,326.66986133429015,21.682829,156.5576325314251
Астраханская область,Астраханская область,2018,35400.0,15.746,11.226924,229.32903625761878,21.770205,78.15669025985649,137.82813659434294,11.507393,264.729746460598,21.326189,84.37698604994425
Астраханская область,Астраханская область,2019,40900.0,15.125,11.8087015,233.12849123463047,21.195204,149.58494384112223,107.85387774148643,11.226924,229.32903625761878,21.770205,78.15669025985649
Астраханская область,Астраханская область,2020,46800.0,15.196,12.397885,177.8067480255673,21.467108,82.36308578169731,76.90727871895564,11.8087015,233.12849123463047,21.195204,149.58494384112223
Астраханская область,Астраханская область,2021,63000.0,17.008,12.194272,305.0952404409337,22.625055,147.91560100493228,113.6962847259118,12.397885,177.8067480255673,21.467108,82.36308578169731
Астраханская область,Астраханская область,2022,,23.02355,11.917474,245.59623743310843,21.480982,105.32078193005589,172.57343716614932,12.194272,305.0952404409337,22.625055,147.91560100493228
Белгородская область,Белгородская область,2007,1924230.0,757.866,8.764308,595.6272020869601,17.131441,328.4629430261163,134.81718661625737,,,,
Белгородская область,Белгородская область,2008,3262910.0,839.856,8.385095,517.6982985430275,16.219349,310.82969343786783,203.30571762864636,8.764308,595.6272020869601,17.131441,328.4629430261163
Белгородская область,Белгородская область,2009,2384703.9,821.0120000000001,8.333281,563.6674862153683,16.714136,203.45766659035323,212.75471182653166,8.385095,517.6982985430275,16.219349,310.82969343786783
Белгородская область,Белгородская область,2010,1031800.0,613.766,8.858262,577.7915058864027,19.274437,232.9259991953798,278.563740480411,8.333281,563.6674862153683,16.714136,203.45766659035323
Белгородская область,Белгородская область,2011,2354000.0,722.1179999999999,7.2515793,534.071539373783,16.977755,329.49955202095356,244.21545898167204,8.858262,577.7915058864027,19.274437,232.9259991953798
Белгородская область,Белгородская область,2012,2498400.0,747.79,8.117969,670.1297836642411,18.244974,344.8240469969747,217.88689750349954,7.2515793,534.071539373783,16.977755,329.49955202095356
Белгородская область,Белгородская область,2013,3015000.0,819.579,8.573914,621.1226739921609,17.229761,347.69948110623614,246.63278363076427,8.117969,670.1297836642411,18.244974,344.8240469969747
Белгородская область,Белгородская область,2014,3524800.0,794.097,8.173062,482.97058418579917,17.339315,270.7646416020178,167.8528190892719,8.573914,621.1226739921609,17.229761,347.69948110623614
Белгородская область,Белгородская область,2015,3129700.0,790.796,8.758479,560.3578324484791,17.31735,273.138435125766,200.81330519217303,8.173062,482.97058418579917,17.339315,270.7646416020178
Белгородская область,Белгородская область,2016,3505600.0,739.6759999999999,8.199145,764.0873557875416,17.057882,393.4187455814861,338.6928205045153,8.758479,560.3578324484791,17.31735,273.138435125766
Белгородская область,Белгородская область,2017,3584800.0,750.562,8.432889,581.1882630811594,16.561825,229.8068098049808,273.72501834969665,8.199145,764.0873557875416,17.057882,393.4187455814861
Белгородская область,Белгородская область,2018,3385800.0,738.521,7.8750978,622.3362709696828,17.723917,289.94433684738397,351.0014779341918,8.432889,581.1882630811594,16.561825,229.8068098049808
Белгородская область,Белгородская область,2019,3473100.0,714.153,9.1808,563.2782222761417,17.138332,300.52397848437425,238.58298143860688,7.8750978,622.3362709696828,17.723917,289.94433684738397
Белгородская область,Белгородская область,2020,3907600.0,737.943,9.676405,500.4418175608999,17.128126,244.22652083004417,214.60342565037746,9.1808,563.2782222761417,17.138332,300.52397848437425
Белгородская область,Белгородская область,2021,3063700.0,681.265,8.427676,609.0039556525378,17.360992,341.5594334372405,241.19712934570393,9.676405,500.4418175608999,17.128126,244.22652083004417
Белгородская область,Белгородская область,2022,4086500.0,730.98659,8.426606,589.7973222886951,16.834948,323.2654191732075,244.4616367873375,8.427676,609.0039556525378,17.360992,341.5594334372405
Белгородская область,Белгородская область,2023,3656200.0,651.89505,8.965005,387.90567658333146,16.899952,154.18882821207674,142.96849982967615,8.426606,589.7973222886951,16.834948,323.2654191732075
Брянская область,Брянская область,2007,429900.0,272.983,7.5522294,681.7316047608595,15.404385,365.4961848173823,163.9253080206,,,,
Брянская область,Брянская область,2008,552020.0,290.022,7.7500663,730.5041270928207,14.8601265,414.58957712552245,253.18976942259513,7.5522294,681.7316047608595,15.404385,365.4961848173823
Брянская область,Брянская область,2009,608740.0,314.016,7.048491,752.6657540378245,14.789594,378.51226505837144,280.7242915454881,7.7500663,730.5041270928207,14.8601265,414.58957712552245
Брянская область,Брянская область,2010,381100.0,316.704,7.3115706,675.1906218904179,17.693975,322.0278099953354,252.3251585538511,7.048491,752.6657540378245,14.789594,378.51226505837144
Брянская область,Брянская область,2011,539200.0,290.489,6.657311,734.4947777000857,15.457307,486.72831602117196,291.7472181272455,7.3115706,675.1906218904179,17.693975,322.0278099953354
Брянская область,Брянская область,2012,585800.0,314.662,6.646484,831.1812855748387,16.009794,466.5414764943061,253.28674915381325,6.657311,734.4947777000857,15.457307,486.72831602117196
Брянская область,Брянская область,2013,672800.0,331.556,7.2158146,728.2035087690209,15.446095,432.3250066173541,292.4208885095852,6.646484,831.1812855748387,16.009794,466.5414764943061
Брянская область,Брянская область,2014,893800.0,320.127,7.591871,477.15609992821237,16.030619,283.52176407276295,203.42732923165028,7.2158146,728.2035087690209,15.446095,432.3250066173541
Брянская область,Брянская область,2015,932400.0,322.538,8.245596,605.067230895331,15.70412,341.79298973842265,191.34493161912087,7.591871,477.15609992821237,16.030619,283.52176407276295
Брянская область,Брянская область,2016,1439100.0,384.8030000000001,7.3653774,752.3280589087701,15.90295,387.7008814365317,298.91187499766744,8.245596,605.067230895331,15.70412,341.79298973842265
Брянская область,Брянская область,2017,1710200.0,392.9059999999999,7.49048,680.05717951627,15.038917,321.86690689178255,233.54069732961716,7.3653774,752.3280589087701,15.90295,387.7008814365317
Брянская область,Брянская область,2018,1694900.0,374.424,7.1223607,592.259746677206,16.610277,324.84601153055957,323.39567601912984,7.49048,680.05717951627,15.038917,321.86690689178255
Брянская область,Брянская область,2019,1701100.0,387.03,8.436768,567.6935554123544,15.760121,331.5975055259802,208.8800257859808,7.1223607,592.259746677206,16.610277,324.84601153055957
Брянская область,Брянская область,2020,2020700.0,406.802,8.881439,691.2527152217311,15.320699,393.03058508412664,203.39407296975455,8.436768,567.6935554123544,15.760121,331.5975055259802
Брянская область,Брянская область,2021,1990400.0,407.406,6.756574,821.5324740624015,15.355315,513.8578986760342,272.42120262993365,8.881439,691.2527152217311,15.320699,393.03058508412664
Брянская область,Брянская область,2022,1876500.0,378.0186,7.1368203,770.3323966258274,14.500492,513.6338470440148,245.44871798815663,6.756574,821.5324740624015,15.355315,513.8578986760342
Брянская область,Брянская область,2023,2078900.0,369.2651,8.175688,416.7469000022746,16.00255,163.83403082616078,162.17301730218128,7.1368203,770.3323966258274,14.500492,513.6338470440148
Владимирская область,Владимирская область,2007,173490.0,95.80100000000002,6.274961,654.3469702951037,14.911216,343.10185152693435,145.61857402339004,,,,
Владимирская область,Владимирская область,2008,178040.0,106.975,6.5870514,821.9954646782807,13.7664,524.2531659580194,263.6450769286603,6.274961,654.3469702951037,14.911216,343.10185152693435
Владимирская область,Владимирская область,2009,194288.6,84.26,5.515089,655.37486520209,13.935748,330.0831128868919,201.3911839351058,6.5870514,821.9954646782807,13.7664,524.2531659580194
Владимирская область,Владимирская область,2010,110200.0,83.717,5.7270913,598.763607632512,17.033041,307.55711837112904,192.13890877351736,5.515089,655.37486520209,13.935748,330.0831128868919
Владимирская область,Владимирская область,2011,164100.0,87.419,5.4005218,604.5517553952881,14.783848,324.7426893680285,259.3675295838083,5.7270913,598.763607632512,17.033041,307.55711837112904
Владимирская область,Владимирская область,2012,179800.0,84.742,5.0866475,804.2717561208858,15.027804,430.800308888205,265.62688492195537,5.4005218,604.5517553952881,14.783848,324.7426893680285
Владимирская область,Владимирская область,2013,106200.0,88.093,5.951821,797.2909784517609,14.622609,480.06920383354793,278.2280017742171,5.0866475,804.2717561208858,15.027804,430.800308888205
Владимирская область,Владимирская область,2014,188500.0,81.516,6.0336037,552.1909206217298,14.953453,327.62747701773276,203.87627781354465,5.951821,797.2909784517609,14.622609,480.06920383354793
Владимирская область,Владимирская область,2015,217900.0,89.92599999999999,6.373161,606.2131438486708,14.388837,370.71206916797047,179.4318255861648,6.0336037,552.1909206217298,14.953453,327.62747701773276
Владимирская область,Владимирская область,2016,203300.0,93.211,5.931301,738.4375114486768,15.186295,413.81678944052413,289.6594149825665,6.373161,606.2131438486708,14.388837,370.71206916797047
Владимирская область,Владимирская область,2017,222400.0,85.362,5.4127135,790.8336565672205,13.10893,417.9532198278377,253.32586212398914,5.931301,738.4375114486768,15.186295,413.81678944052413
Владимирская область,Владимирская область,2018,165600.0,78.341,5.616951,508.00460651875113,15.591138,273.73221083343606,265.65182152046606,5.4127135,790.8336565672205,13.10893,417.9532198278377
Владимирская область,Владимирская область,2019,174300.0,80.295,6.608851,684.8567425446728,14.058402,368.43331942879234,211.8784198288161,5.616951,508.00460651875113,15.591138,273.73221083343606
Владимирская область,Владимирская область,2020,249400.0,82.937,7.088306,620.419139088633,13.967094,375.8473343293254,215.95132726846407,6.608851,684.8567425446728,14.058402,368.43331942879234
Владимирская область,Владимирская область,2021,178600.0,90.861,5.595726,730.7214980052354,15.565297,376.6852930172418,231.6095459234829,7.088306,620.419139088633,13.967094,375.8473343293254
Владимирская область,Владимирская область,2022,216400.0,91.52249,5.9546885,504.1620469202932,14.370328,286.04912286731775,266.45112852336695,5.595726,730.7214980052354,15.565297,376.6852930172418
Владимирская область,Владимирская область,2023,295100.0,90.00091,6.2599626,377.542820120087,15.048484,149.9337627823966,153.14375368713473,5.9546885,504.1620469202932,14.370328,286.04912286731775
Волгоградская область,Волгоградская область,2007,2773930.0,2129.676,9.658748,450.6473281410044,19.430166,226.62862736143438,118.47868375825031,,,,
Волгоградская область,Волгоградская область,2008,5183180.0,2149.123,9.058185,391.00663302288524,18.175121,238.61188080426837,172.5270035708802,9.658748,450.6473281410044,19.430166,226.62862736143438
Волгоградская область,Волгоградская область,2009,3317109.7,2052.695,8.865556,389.87860600781227,18.308577,164.5287863142682,144.00457186241235,9.058185,391.00663302288524,18.175121,238.61188080426837
Волгоградская область,Волгоградская область,2010,1498700.0,1619.949,10.025219,426.4524101258375,21.108904,142.19340128385463,232.38092555054595,8.865556,389.87860600781227,18.308577,164.5287863142682
Волгоградская область,Волгоградская область,2011,2674900.0,1631.009,7.934135,423.4458418828568,18.984753,211.12311952932606,188.42037316488367,10.025219,426.4524101258375,21.108904,142.19340128385463
Волгоградская область,Волгоградская область,2012,2422700.0,1963.377,9.033894,377.26658440595224,20.754667,144.64146913744509,223.6485264035421,7.934135,423.4458418828568,18.984753,211.12311952932606
Волгоградская область,Волгоградская область,2013,3088500.0,1899.545,9.500266,535.5671859640308,18.948847,288.2796267744899,172.45912165303315,9.033894,377.26658440595224,20.754667,144.64146913744509
Волгоградская область,Волгоградская область,2014,3913800.0,1950.981,8.633798,377.97574368517314,19.262411,142.9282761512058,214.04287739719663,9.500266,535.5671859640308,18.948847,288.2796267744899
Волгоградская область,Волгоградская область,2015,2920900.0,1922.198,9.7611885,388.6840083062436,19.603325,168.8329394869613,139.01362623686236,8.633798,377.97574368517314,19.262411,142.9282761512058
Волгоградская область,Волгоградская область,2016,4524400.0,1925.519,9.311093,567.0153907931702,19.191854,307.71621715524367,270.34125579518934,9.7611885,388.6840083062436,19.603325,168.8329394869613
Волгоградская область,Волгоградская область,2017,5651200.0,2156.011,9.27209,475.4105393581598,18.481712,221.86000791037455,191.34841396408422,9.311093,567.0153907931702,19.191854,307.71621715524367
Волгоградская область,Волгоградская область,2018,3706800.0,2215.878,8.714063,422.86653360077315,19.65812,160.41022939705425,238.16250015373743,9.27209,475.4105393581598,18.481712,221.86000791037455
Волгоградская область,Волгоградская область,2019,4494800.0,2162.251,9.501144,410.14489612986466,18.714554,199.8618036834736,221.1254940279041,8.714063,422.86653360077315,19.65812,160.41022939705425
Волгоградская область,Волгоградская область,2020,5110100.0,2083.69,10.189679,328.8017356817025,18.919235,149.818829250498,149.81223636319595,9.501144,410.14489612986466,18.714554,199.8618036834736
Волгоградская область,Волгоградская область,2021,4126100.000000001,1831.102,9.605464,539.9205450650677,19.668388,273.12721253003923,201.50705125627772,10.189679,328.8017356817025,18.919235,149.818829250498
Волгоградская область,Волгоградская область,2022,7008500.0,2197.84003,9.578323,449.7612718875886,18.910421,186.06615715725815,290.76454541129726,9.605464,539.9205450650677,19.668388,273.12721253003923
Волгоградская область,Волгоградская область,2023,6373100.0,2135.50973,10.11703,255.30474464330024,19.054586,103.85832571786163,80.70385798316981,9.578323,449.7612718875886,18.910421,186.06615715725815
Вологодская область,Вологодская область,2007,225280.0,125.417,4.020117,767.5728936589185,12.207442,469.71961876832455,148.8342290926152,,,,
Вологодская область,Вологодская область,2008,242160.0,147.323,4.488302,796.4797268936663,10.929272,444.1063358593667,274.38246857254694,4.020117,767.5728936589185,12.207442,469.71961876832455
Вологодская область,Вологодская область,2009,238221.6,132.073,3.4800541,814.431740500182,11.628059,433.2266443543304,243.20166971816465,4.488302,796.4797268936663,10.929272,444.1063358593667
Вологодская область,Вологодская область,2010,153500.0,133.714,2.9146125,672.0096289004961,14.025829,375.2969950559343,253.0183776886781,3.4800541,814.431740500182,11.628059,433.2266443543304
Вологодская область,Вологодская область,2011,245200.0,131.78,3.7575028,716.9057538045523,12.626743,391.0257875245903,234.7473571292894,2.9146125,672.0096289004961,14.025829,375.2969950559343
Вологодская область,Вологодская область,2012,212100.0,119.339,2.7185924,821.5515854536295,12.159976,469.11593308094564,259.0382707107316,3.7575028,716.9057538045523,12.626743,391.0257875245903
Вологодская область,Вологодская область,2013,166300.0,108.998,4.0920815,675.5025731552505,12.739352,342.8993104773666,230.75174297681002,2.7185924,821.5515854536295,12.159976,469.11593308094564
Вологодская область,Вологодская область,2014,231800.0,105.773,4.135862,617.2608163361856,12.558254,351.606495150382,277.278142270508,4.0920815,675.5025731552505,12.739352,342.8993104773666
Вологодская область,Вологодская область,2015,252700.0,116.657,4.5636363,792.7344066273562,12.063213,475.87544478249583,226.6746649243518,4.135862,617.2608163361856,12.558254,351.606495150382
Вологодская область,Вологодская область,2016,222500.0,116.41,4.25397,749.6810407426166,13.444421,456.4772413199178,276.64286474026534,4.5636363,792.7344066273562,12.063213,475.87544478249583
Вологодская область,Вологодская область,2017,139200.0,111.335,3.409301,895.169901596556,10.389367,550.371919487831,253.8791198185679,4.25397,749.6810407426166,13.444421,456.4772413199178
Вологодская область,Вологодская область,2018,163000.0,103.807,3.6699295,731.8517378305515,12.850903,451.1842942778838,261.53726323770434,3.409301,895.169901596556,10.389367,550.371919487831
Вологодская область,Вологодская область,2019,192700.0,103.336,4.35177,906.1700311883834,11.398186,418.82151276381944,252.87622237144606,3.6699295,731.8517378305515,12.850903,451.1842942778838
Вологодская область,Вологодская область,2020,143300.0,86.441,5.1588864,892.4683819998066,11.655189,547.583457674154,356.91749432427974,4.35177,906.1700311883834,11.398186,418.82151276381944
Вологодская область,Вологодская область,2021,108800.0,91.158,3.391359,766.5148222702724,13.3447485,426.22082755036837,225.79084100470536,5.1588864,892.4683819998066,11.655189,547.583457674154
Вологодская область,Вологодская область,2022,178500.0,91.16334,3.9272213,604.8493158166943,11.916375,398.64846831760593,253.72416742411812,3.391359,766.5148222702724,13.3447485,426.22082755036837
Вологодская область,Вологодская область,2023,210700.0,90.01716,4.201733,405.2621115518027,13.004726,198.39275653110306,134.31157533203404,3.9272213,604.8493158166943,11.916375,398.64846831760593
Воронежская область,Воронежская область,2007,2261250.0,1204.565,8.65987,560.356809922855,17.528708,296.1541097702888,140.61357776602648,,,,
Воронежская область,Воронежская область,2008,4528610.0,1356.3,8.363822,495.2084178792855,16.657064,286.27160872301005,211.04324662901158,8.65987,560.356809922855,17.528708,296.1541097702888
Воронежская область,Воронежская область,2009,3473793.7,1389.449,8.11285,481.29256285832656,16.883997,194.4985403534064,190.08361770583494,8.363822,495.2084178792855,16.657064,286.27160872301005
Воронежская область,Воронежская область,2010,854200.0,1083.957,8.80028,529.3638124948714,19.76565,170.31609090663727,251.3875668079425,8.11285,481.29256285832656,16.883997,194.4985403534064
Воронежская область,Воронежская область,2011,3047500.0,1310.443,6.9536567,561.5072672484866,17.307955,293.40430949419334,254.99854131530674,8.80028,529.3638124948714,19.76565,170.31609090663727
Воронежская область,Воронежская область,2012,3111300.0,1383.113,7.9944267,637.8144710961151,18.514158,314.1205550423215,271.4917176587909,6.9536567,561.5072672484866,17.307955,293.40430949419334
Воронежская область,Воронежская область,2013,3814600.0,1455.376,8.56298,567.6288997951676,17.494232,336.14189794493296,201.30003381548605,7.9944267,637.8144710961151,18.514158,314.1205550423215
Воронежская область,Воронежская область,2014,4472700.0,1420.103,8.009025,460.83806350978927,17.723928,226.057402324926,170.0019780004546,8.56298,567.6288997951676,17.494232,336.14189794493296
Воронежская область,Воронежская область,2015,4253700.0,1448.048,8.669676,519.5547367537628,17.621979,256.1306041431098,192.33710857349283,8.009025,460.83806350978927,17.723928,226.057402324926
